time,tag_id,distance,bearing
1778594587.6519668,19,1.199387,0.375552
1778594587.8186102,19,1.109193,0.358810
1778594587.8852675,19,1.073495,0.350546
1778594588.018582,19,1.057346,0.313388
1778594588.0519109,19,1.061176,0.302749
1778594588.1185677,19,0.893629,0.273354
1778594588.1518965,19,0.900890,0.259195
1778594588.1852255,19,1.020354,0.241090
1778594588.2185538,19,1.088864,0.223824
1778594588.285211,19,1.215383,0.191422
1778594588.3185396,19,1.237801,0.180548
1778594588.3518684,19,1.257421,0.167146
1778594588.385197,19,1.300678,0.156404
1778594588.4185257,19,1.309898,0.145766
1778594588.4518542,19,1.291576,0.134230
1778594588.485183,19,1.331015,0.125918
1778594588.5185115,19,1.331502,0.117763
1778594588.585169,19,1.347054,0.099245
1778594588.6184974,19,1.351369,0.088914
1778594588.6507294,19,1.349380,0.081255
1778594588.6840582,19,1.356222,0.073649
1778594588.7173867,19,1.358596,0.063583
1778594588.7507155,19,1.360423,0.053582
1778594588.7840438,19,1.385364,0.046125
1778594588.8173726,19,1.388974,0.037445
1778594588.8507013,19,1.363213,0.028758
1778594588.8840299,19,1.363798,0.018871
1778594588.917359,19,1.390541,0.012717
1778594588.9506874,19,1.364245,0.004062
1778594589.0173447,19,1.360699,-0.013211
1778594589.0506735,19,1.390366,-0.021836
1778594589.0840018,19,1.363500,-0.030504
1778594589.1173303,19,1.359461,-0.037935
1778594589.150659,19,1.360150,-0.046605
1778594589.1839876,19,1.389803,-0.054296
1778594589.2173164,19,1.386724,-0.061795
1778594589.2839737,19,1.383910,-0.079433
1778594589.4839454,19,1.325282,-0.138958
1778594589.5506027,19,1.308284,-0.156642
1778594589.61726,19,1.267886,-0.179134
